iter	Accuracy	Logloss
362	0.9696180557	0.1880652546
363	0.9696180557	0.1878689204
364	0.9696180557	0.1876739562
365	0.9696180557	0.1871473094
366	0.9696180557	0.1869206411
367	0.9696180557	0.1865224631
368	0.9696180557	0.1862922689
369	0.9696180557	0.1862398254
370	0.9696180557	0.1860664044
371	0.9696180557	0.1855476888
372	0.9696180557	0.1852092475
373	0.9696180557	0.1849863574
374	0.9696180557	0.1844505887
375	0.9696180557	0.1838807419
376	0.9696180557	0.1833859801
377	0.9696180557	0.1830653767
378	0.9696180557	0.1826670415
379	0.9696180557	0.1821638234
380	0.9704861113	0.1813011956
381	0.9704861113	0.1807343244
382	0.9704861113	0.1806464384
383	0.9704861113	0.1805336171
384	0.9704861113	0.1803415568
385	0.9704861113	0.1800359108
386	0.9704861113	0.1796992971
387	0.9704861113	0.1793485368
388	0.9704861113	0.1789540351
389	0.9704861113	0.1785236131
390	0.9704861113	0.1783288867
391	0.9704861113	0.1780206481
392	0.9704861113	0.1776492464
393	0.9704861113	0.1768576361
394	0.9713541668	0.1763816965
395	0.9713541668	0.175879482
396	0.9713541668	0.1757070397
397	0.9713541668	0.1752061064
398	0.9722222224	0.174588913
399	0.9722222224	0.1743027779
400	0.9722222224	0.1739834616
401	0.9722222224	0.1737006197
402	0.9722222224	0.1733747238
403	0.9722222224	0.1730698478
404	0.9722222224	0.1727254851
405	0.9722222224	0.1725178105
406	0.9730902779	0.1722949271
407	0.9722222224	0.1717527812
408	0.9722222224	0.1714880112
409	0.9722222224	0.1709158713
410	0.9722222224	0.1707771375
411	0.9722222224	0.1702250266
412	0.9722222224	0.1695828791
413	0.9722222224	0.1692958782
414	0.9722222224	0.1685675976
415	0.9722222224	0.1683855606
416	0.9722222224	0.1680861201
417	0.9722222224	0.1676140786
418	0.9739583335	0.1673042034
419	0.9739583335	0.1670143687
420	0.9739583335	0.1666163006
421	0.974826389	0.1662660358
422	0.974826389	0.1660850552
423	0.974826389	0.1656025965
424	0.974826389	0.1650008734
425	0.974826389	0.1645888955
426	0.974826389	0.1642236683
427	0.9756944446	0.1639552002
428	0.9756944446	0.1632186544
429	0.9756944446	0.1630239584
430	0.9756944446	0.1628309355
431	0.9756944446	0.1622852588
432	0.974826389	0.1620892114
433	0.9739583335	0.1616337937
434	0.9739583335	0.1614422806
435	0.974826389	0.16131645
436	0.9756944446	0.16091477
437	0.9756944446	0.1606646156
438	0.9756944446	0.1601053015
439	0.9756944446	0.159857676
440	0.9756944446	0.159519515
441	0.9756944446	0.1593779903
442	0.9756944446	0.1586963858
443	0.9756944446	0.1581093103
444	0.9756944446	0.1579253367
445	0.9756944446	0.1572816199
446	0.9756944446	0.1570097103
447	0.9756944446	0.156604739
448	0.9756944446	0.1562675855
449	0.9756944446	0.1558884548
450	0.9756944446	0.1554173388
451	0.9756944446	0.1551793494
452	0.9756944446	0.1549048716
453	0.9756944446	0.154541306
454	0.9756944446	0.1541608881
455	0.9756944446	0.1539574973
456	0.9756944446	0.1537889128
457	0.9756944446	0.1535832956
458	0.9756944446	0.1532864356
459	0.9756944446	0.1528740727
460	0.9756944446	0.1524840706
461	0.9756944446	0.1523379986
462	0.9756944446	0.1522057664
463	0.9756944446	0.1518844225
464	0.9756944446	0.1517252996
465	0.9756944446	0.1516438897
466	0.9756944446	0.1512828417
467	0.9756944446	0.1510563725
468	0.9756944446	0.1509804277
469	0.9756944446	0.1507325117
470	0.9756944446	0.1505752365
471	0.9756944446	0.1501369258
472	0.9756944446	0.1496962744
473	0.9756944446	0.1494436444
474	0.9756944446	0.1490618507
475	0.9756944446	0.148472636
476	0.9756944446	0.148147618
477	0.9756944446	0.1479907979
478	0.9756944446	0.1475806667
479	0.9756944446	0.1472460182
480	0.9765625001	0.1468314536
481	0.9765625001	0.1464886099
482	0.9765625001	0.1461074522
483	0.9765625001	0.1458082657
484	0.9765625001	0.1455752825
485	0.9765625001	0.1454057009
486	0.9765625001	0.1453046895
487	0.9765625001	0.1449796332
488	0.9765625001	0.144823113
489	0.9774305557	0.1444816943
490	0.9774305557	0.1442522422
491	0.9774305557	0.1442193065
492	0.9774305557	0.1439803762
493	0.9774305557	0.1436605718
494	0.9774305557	0.1435571764
495	0.9774305557	0.1433048091
496	0.9774305557	0.1430805536
497	0.9774305557	0.1428626417
498	0.9774305557	0.142729723
499	0.9774305557	0.1425059251
500	0.9774305557	0.142250087
501	0.9774305557	0.1420236689
502	0.9774305557	0.1417163645
503	0.9774305557	0.141490402
504	0.9774305557	0.1410748459
505	0.9774305557	0.1406574335
506	0.9774305557	0.1405485341
507	0.9774305557	0.1404163644
508	0.9774305557	0.1400381756
509	0.9774305557	0.1398372687
510	0.9774305557	0.1397475017
511	0.9774305557	0.1390167182
512	0.9774305557	0.13879341
513	0.9774305557	0.1386813215
514	0.9765625001	0.1385471049
515	0.9774305557	0.1384382138
516	0.9765625001	0.1379236103
517	0.9774305557	0.1372935937
518	0.9774305557	0.1369234545
519	0.9782986112	0.1362956281
520	0.9782986112	0.1358946949
521	0.9782986112	0.1354108991
522	0.9791666668	0.1351114513
523	0.9791666668	0.1344304452
524	0.9791666668	0.1343466322
525	0.9791666668	0.133897581
526	0.9782986112	0.1334195916
527	0.9782986112	0.1330493069
528	0.9782986112	0.1327258729
529	0.9782986112	0.13244353
530	0.9791666668	0.1318684577
531	0.9791666668	0.131460485
532	0.9791666668	0.1312782572
533	0.9791666668	0.1311958926
534	0.9791666668	0.1310564714
535	0.9800347223	0.1309705447
536	0.9791666668	0.1308137039
537	0.9791666668	0.1306916816
538	0.9791666668	0.1306311588
539	0.9791666668	0.130332927
540	0.9791666668	0.1299543836
541	0.9800347223	0.129576855
542	0.9800347223	0.129333092
543	0.9809027779	0.1289108523
544	0.9809027779	0.1287294572
545	0.9809027779	0.1286804294
546	0.9809027779	0.1282479097
547	0.9809027779	0.127976659
548	0.9809027779	0.1276410291
549	0.9809027779	0.1274021206
550	0.9809027779	0.1272438882
551	0.9809027779	0.1270963581
552	0.9809027779	0.1269932598
553	0.9809027779	0.1268057805
554	0.9809027779	0.1264552621
555	0.9809027779	0.1260050306
556	0.9817708334	0.1257486117
557	0.9817708334	0.1255012727
558	0.9817708334	0.125126443
559	0.9817708334	0.1249866529
560	0.9817708334	0.1247509134
561	0.9817708334	0.1244788451
562	0.9817708334	0.1241976999
563	0.9817708334	0.1238457009
564	0.9817708334	0.1236075872
565	0.9817708334	0.1234727549
566	0.9817708334	0.123361355
567	0.9817708334	0.1231166226
568	0.9817708334	0.1227585758
569	0.9817708334	0.1225265189
570	0.9817708334	0.1223124736
571	0.9817708334	0.1222420186
572	0.9817708334	0.1218252405
573	0.9817708334	0.1214190586
574	0.9817708334	0.1211849849
575	0.9817708334	0.1208704258
576	0.9817708334	0.1205448495
577	0.9817708334	0.1204343098
578	0.9817708334	0.120293341
579	0.9817708334	0.120020833
580	0.9817708334	0.1197124049
581	0.9817708334	0.1192702296
582	0.9817708334	0.1190274871
583	0.9817708334	0.1188763458
584	0.9817708334	0.1185794994
585	0.9817708334	0.1182828216
586	0.9817708334	0.1180198335
587	0.9817708334	0.117728933
588	0.982638889	0.1176049311
589	0.982638889	0.1172923128
590	0.982638889	0.1172356249
591	0.982638889	0.1169607477
592	0.982638889	0.1168372198
593	0.982638889	0.1166785126
594	0.982638889	0.1165772898
595	0.9835069445	0.116483758
596	0.9835069445	0.1161747758
597	0.9835069445	0.1160788865
598	0.9835069445	0.1157670168
599	0.9835069445	0.11569863
600	0.9835069445	0.1155136894
601	0.9835069445	0.1153330404
602	0.9835069445	0.1151766046
603	0.9835069445	0.1150916213
604	0.9835069445	0.1149276519
605	0.9835069445	0.1147769604
606	0.9835069445	0.1145961378
607	0.9835069445	0.1143418007
608	0.9835069445	0.1142681993
609	0.9835069445	0.1139155912
610	0.9835069445	0.1138330344
611	0.9835069445	0.1135697199
612	0.9835069445	0.1132421278
613	0.9835069445	0.1131816741
614	0.9835069445	0.1130285654
615	0.9835069445	0.1127723791
616	0.9835069445	0.1124838732
617	0.9835069445	0.1124556422
618	0.9835069445	0.1123861909
619	0.9835069445	0.1121357778
620	0.9835069445	0.1117547571
621	0.9835069445	0.1115710762
622	0.9835069445	0.1113719099
623	0.9835069445	0.1111963177
624	0.9835069445	0.1109604238
625	0.9843750001	0.1106295007
626	0.9843750001	0.1104142019
627	0.9843750001	0.1099503449
628	0.9843750001	0.109886083
629	0.9843750001	0.1097569225
630	0.9843750001	0.1092759619
631	0.9843750001	0.1090538433
632	0.9843750001	0.108779089
633	0.9843750001	0.1084620107
634	0.9843750001	0.1083981029
635	0.9843750001	0.1083238751
636	0.9843750001	0.1080979213
637	0.9843750001	0.1079009841
638	0.9843750001	0.1077954108
639	0.9843750001	0.1075274643
640	0.9843750001	0.1074131986
641	0.9843750001	0.1072061478
642	0.9843750001	0.1069176493
643	0.9843750001	0.1067045896
644	0.9843750001	0.1066215437
645	0.9843750001	0.1065318894
646	0.9843750001	0.106476769
647	0.9852430556	0.10630329
648	0.9852430556	0.1061932126
649	0.9852430556	0.1061353679
650	0.9852430556	0.1058321751
651	0.9852430556	0.1056202967
652	0.9852430556	0.1053664681
653	0.9852430556	0.1052334008
654	0.9852430556	0.1051159264
655	0.9843750001	0.1048915509
656	0.9852430556	0.1046866602
657	0.9852430556	0.1044963895
658	0.9852430556	0.1044162998
659	0.9852430556	0.1042969904
660	0.9852430556	0.1040402598
661	0.9852430556	0.1039480327
662	0.9852430556	0.1036903228
663	0.9852430556	0.1035877648
664	0.9852430556	0.1033827326
665	0.9852430556	0.1033085698
666	0.9861111112	0.1031806873
667	0.9861111112	0.1029767834
668	0.9861111112	0.1028834563
669	0.9861111112	0.1027833367
670	0.9861111112	0.1024813656
671	0.9861111112	0.1022652821
672	0.9861111112	0.102135061
673	0.9861111112	0.10200712
674	0.9861111112	0.1019416609
675	0.9861111112	0.1018870723
676	0.9861111112	0.1017842912
677	0.9861111112	0.1017141388
678	0.9861111112	0.1015270823
679	0.9861111112	0.1013481122
680	0.9861111112	0.1010253779
681	0.9861111112	0.1008969252
682	0.9861111112	0.1006177443
683	0.9861111112	0.1004238418
684	0.9861111112	0.1002458073
685	0.9861111112	0.100116526
686	0.9861111112	0.1000099335
687	0.9861111112	0.09966115319
688	0.9861111112	0.09952428691
689	0.9861111112	0.09932573702
690	0.9861111112	0.09925108693
691	0.9861111112	0.09914168949
692	0.9861111112	0.09904395844
693	0.9861111112	0.09902232173
694	0.9861111112	0.09893171785
695	0.9861111112	0.09887644807
696	0.9861111112	0.09871090879
697	0.9861111112	0.09857610212
698	0.9861111112	0.09849185979
699	0.9861111112	0.09846241922
700	0.9861111112	0.09843357078
701	0.9861111112	0.09838474812
702	0.9869791667	0.09820613666
703	0.9869791667	0.09812054186
704	0.9869791667	0.09802442012
705	0.9869791667	0.09779538202
706	0.9869791667	0.09752029648
707	0.9869791667	0.09719037277
708	0.9869791667	0.09706885941
709	0.9869791667	0.09693221341
710	0.9869791667	0.09675700753
711	0.9869791667	0.09664888022
712	0.9869791667	0.09657053922
713	0.9869791667	0.09644319065
714	0.9869791667	0.09630150902
715	0.9869791667	0.09616629953
716	0.9869791667	0.0960827118
717	0.9869791667	0.09587491325
718	0.9869791667	0.09565955351
719	0.9869791667	0.09544549012
720	0.9869791667	0.09540113506
721	0.9869791667	0.09517700522
722	0.9869791667	0.09505280426
723	0.9869791667	0.09500197018
724	0.9869791667	0.09491025061
725	0.9869791667	0.09482313142
726	0.9869791667	0.09458154482
727	0.9869791667	0.09446562462
728	0.9869791667	0.09439896814
729	0.9869791667	0.09420016669
730	0.9869791667	0.09411904904
731	0.9869791667	0.09406530197
732	0.9869791667	0.09372661317
733	0.9869791667	0.09367562657
734	0.9869791667	0.09358993358
735	0.9869791667	0.09330444807
736	0.9869791667	0.0932184008
737	0.9869791667	0.09308139172
738	0.9869791667	0.09281389729
739	0.9869791667	0.09273625647
740	0.9878472223	0.09265655452
741	0.9878472223	0.09257452831
742	0.9878472223	0.09255016623
743	0.9878472223	0.09224404685
744	0.9878472223	0.09207568449
745	0.9878472223	0.09205247478
746	0.9878472223	0.0919220925
747	0.9878472223	0.09189613431
748	0.9878472223	0.09172429064
749	0.9878472223	0.09151250237
750	0.9878472223	0.09145909667
751	0.9878472223	0.09125148659
752	0.9878472223	0.09102227563
753	0.9878472223	0.09085514693
754	0.9878472223	0.09071865704
755	0.9878472223	0.09061095302
756	0.9878472223	0.09056307487
757	0.9878472223	0.09048971837
758	0.9878472223	0.09030265678
759	0.9887152778	0.09016623519
760	0.9887152778	0.09011546696
761	0.9887152778	0.09001861765
762	0.9887152778	0.0898960124
763	0.9887152778	0.08983708919
764	0.9887152778	0.08962742077
765	0.9887152778	0.08955355303
766	0.9895833334	0.08935802523
767	0.9895833334	0.0892561172
768	0.9895833334	0.08918425879
769	0.9895833334	0.08901741032
770	0.9895833334	0.08880474225
771	0.9895833334	0.08866977269
772	0.9895833334	0.08840499028
773	0.9895833334	0.08831698829
774	0.9904513889	0.08802098455
775	0.9904513889	0.08770296966
776	0.9904513889	0.08761267613
777	0.9904513889	0.08757311468
778	0.9904513889	0.08738975349
779	0.9904513889	0.08731059506
780	0.9904513889	0.08709197086
781	0.9904513889	0.08699681024
782	0.9904513889	0.08678127085
783	0.9904513889	0.08666775959
784	0.9904513889	0.08661635961
785	0.9904513889	0.08652456579
786	0.9904513889	0.08630661279
787	0.9904513889	0.08625394073
788	0.9904513889	0.08611003706
789	0.9904513889	0.08592450322
790	0.9895833334	0.08572808681
791	0.9895833334	0.08568267446
792	0.9895833334	0.08558323496
793	0.9904513889	0.08544836498
794	0.9904513889	0.08537335928
795	0.9913194445	0.08514252476
796	0.9913194445	0.08504561116
797	0.9913194445	0.08489590269
798	0.9913194445	0.08464237414
799	0.9913194445	0.08449048357
800	0.9913194445	0.08436085505
801	0.9913194445	0.08426419343
802	0.9913194445	0.0841522205
803	0.9913194445	0.08413608075
804	0.9913194445	0.08398994052
805	0.9913194445	0.08380216338
806	0.9913194445	0.08367143963
807	0.9913194445	0.08349352895
808	0.9913194445	0.08334902597
809	0.9913194445	0.08325582587
810	0.9913194445	0.0830068372
811	0.9913194445	0.08292681857
812	0.9913194445	0.08273546247
813	0.9913194445	0.08261580927
814	0.9913194445	0.08234723161
815	0.9921875	0.08222698315
816	0.9921875	0.08217063449
817	0.9921875	0.08212820882
818	0.9913194445	0.08195819841
819	0.9913194445	0.08183651113
820	0.9921875	0.08177155264
821	0.9921875	0.08161572595
822	0.9930555556	0.08153250543
823	0.9930555556	0.08140986463
824	0.9930555556	0.08122071617
825	0.9930555556	0.08105031916
826	0.9930555556	0.08101046338
827	0.9930555556	0.08074212379
828	0.9930555556	0.08049607033
829	0.9930555556	0.08045920569
830	0.9930555556	0.08040443569
831	0.9930555556	0.08036839668
832	0.9930555556	0.08025431235
833	0.9930555556	0.08022360994
834	0.9930555556	0.0801827763
835	0.9930555556	0.08015769319
836	0.9939236111	0.07994501932
837	0.9939236111	0.07986746636
838	0.9939236111	0.07977903079
839	0.9939236111	0.07964785955
840	0.9939236111	0.07946003433
841	0.9939236111	0.07928388125
842	0.9939236111	0.0792604773
843	0.9939236111	0.07898607594
844	0.9939236111	0.07891727895
845	0.9939236111	0.07872951573
846	0.9939236111	0.07864371469
847	0.9939236111	0.07856848117
848	0.9939236111	0.07845201872
849	0.9939236111	0.07824421092
850	0.9939236111	0.07814533861
851	0.9939236111	0.07805196509
852	0.9939236111	0.07801266256
853	0.9939236111	0.07795317177
854	0.9939236111	0.07791372517
855	0.9939236111	0.07784969289
856	0.9939236111	0.07782234427
857	0.9939236111	0.07766910539
858	0.9939236111	0.07753889136
859	0.9939236111	0.07746861561
860	0.9939236111	0.07740711509
861	0.9939236111	0.07735537094
862	0.9939236111	0.07725674132
863	0.9939236111	0.07722304478
864	0.9939236111	0.07689691108
865	0.9939236111	0.07677993004
866	0.9939236111	0.0767421643
867	0.9939236111	0.07658230573
868	0.9939236111	0.07636527427
869	0.9939236111	0.07618059529
870	0.9939236111	0.07605934027
871	0.9939236111	0.07603349404
872	0.9939236111	0.07598595135
873	0.9939236111	0.07588370636
874	0.9939236111	0.07569747978
875	0.9939236111	0.07552033361
876	0.9930555556	0.07531018064
877	0.9930555556	0.07518318182
878	0.9930555556	0.07513609682
